waktu,text_asli,terjemahan,negara,akun,clean,normal,tokens,stem,final_text,skor,label,punya_emoji,label_sebelum_sarkas
2026-04-03T13:47:05.000Z,Kerennnnn👍👍👍👍,Kerennnnn👍👍👍👍,Indonesia,wastgood,kerennnnn,keren,['keren'],['keren'],keren,0,netral,TRUE,netral
2026-04-04T02:16:53.000Z,suka banget. keren.,suka banget. keren.,Indonesia,wastgood,suka banget keren,suka banget keren,"['suka', 'banget', 'keren']","['suka', 'banget', 'keren']",suka banget keren,4,positif,FALSE,positif
2026-04-03T13:19:04.000Z,keinget rumah squid,keinget rumah squid,Indonesia,wastgood,keinget rumah squid,teringat rumah squid,"['teringat', 'rumah', 'squid']","['ingat', 'rumah', 'squid']",ingat rumah squid,5,positif,FALSE,positif
2026-04-03T13:13:28.000Z,awas pajak mengintai😁,awas pajak mengintai😁,Indonesia,wastgood,awas pajak mengintai,awas pajak mengintai,"['awas', 'pajak', 'mengintai']","['awas', 'pajak', 'intai']",awas pajak intai,1,positif,TRUE,positif
2026-04-03T13:13:09.000Z,Cara order kursi plastik tu kek mana weii,Cara order kursi plastik tu kek mana weii,Indonesia,wastgood,cara order kursi plastik tu kek mana weii,cara order kursi plastik tu kayak mana weii,"['cara', 'order', 'kursi', 'plastik', 'tu', 'kayak', 'mana', 'weii']","['cara', 'order', 'kursi', 'plastik', 'tu', 'kayak', 'mana', 'weii']",cara order kursi plastik tu kayak mana weii,-3,negatif,FALSE,negatif
2026-04-03T12:47:32.000Z,"dipasarin dimana ini? pengen punya deh kursinya
cakep","dipasarin dimana ini? pengen punya deh kursinya
cakep",Indonesia,wastgood,dipasarin dimana ini pengen punya deh kursinya cakep,dipasarin dimana ini pengin punya deh kursinya cakep,"['dipasarin', 'pengin', 'punya', 'deh', 'kursinya', 'cakep']","['dipasarin', 'pengin', 'punya', 'deh', 'kursi', 'cakep']",dipasarin pengin punya deh kursi cakep,8,positif,FALSE,positif
2026-04-03T12:42:15.000Z,Dijual dimana ya?,Dijual dimana ya?,Indonesia,wastgood,dijual dimana ya,dijual dimana ya,['dijual'],['jual'],jual,1,positif,FALSE,positif
2026-04-03T16:38:06.000Z,jauh lbh awet Dari kayu,jauh lbh awet Dari kayu,Indonesia,wastgood,jauh lbh awet dari kayu,jauh lebih awet dari kayu,"['jauh', 'lebih', 'awet', 'kayu']","['jauh', 'lebih', 'awet', 'kayu']",jauh lebih awet kayu,1,positif,FALSE,positif
2026-04-03T15:59:48.000Z,"Harusnya sarana publik bisa banget ini pake daur ulang kaya gini, bahkan budgetnya jadi bisa saving cost buat lakuin hal lain 😂 cuma pemerintah tidak suka itu","Harusnya sarana publik bisa banget ini pake daur ulang kaya gini, bahkan budgetnya jadi bisa saving cost buat lakuin hal lain 😂 cuma pemerintah tidak suka itu",Indonesia,wastgood,harusnya sarana publik bisa banget ini pake daur ulang kaya gini bahkan budgetnya jadi bisa saving cost buat lakuin hal lain cuma pemerintah tidak suka itu,harusnya sarana publik bisa banget ini pakai daur ulang kaya begini bahkan budgetnya jadi bisa saving cost buat melakukan hal lain cuma pemerintah tidak suka itu,"['harusnya', 'sarana', 'publik', 'banget', 'pakai', 'daur', 'ulang', 'kaya', 'begini', 'bahkan', 'budgetnya', 'jadi', 'saving', 'cost', 'buat', 'melakukan', 'cuma', 'pemerintah', 'suka']","['harus', 'sarana', 'publik', 'banget', 'pakai', 'daur', 'ulang', 'kaya', 'begini', 'bahkan', 'budgetnya', 'jadi', 'saving', 'cost', 'buat', 'laku', 'cuma', 'perintah', 'suka']",harus sarana publik banget pakai daur ulang kaya begini bahkan budgetnya jadi saving cost buat laku cuma perintah suka,-1,negatif,TRUE,negatif
2026-04-03T12:24:41.000Z,pemerintah nggak suka kalo belom bayar pajak😂😂😂😂😂,pemerintah nggak suka kalo belom bayar pajak😂😂😂😂😂,Indonesia,wastgood,pemerintah nggak suka kalo belom bayar pajak,pemerintah enggak suka kalo belum bayar pajak,"['pemerintah', 'enggak', 'suka', 'kalo', 'bayar', 'pajak']","['perintah', 'enggak', 'suka', 'kalo', 'bayar', 'pajak']",perintah enggak suka kalo bayar pajak,1,positif,TRUE,positif
2026-04-04T02:32:46.000Z,nah ini anak Anis lagi berkarya,nah ini anak Anis lagi berkarya,Indonesia,wastgood,nah ini anak anis lagi berkarya,nah ini anak anis lagi berkarya,"['nah', 'anak', 'anis', 'berkarya']","['nah', 'anak', 'anis', 'karya']",nah anak anis karya,0,netral,FALSE,netral
2026-04-03T12:41:34.000Z,kreatif mantab mas.,kreatif mantab mas.,Indonesia,wastgood,kreatif mantab mas,kreatif mantab mas,"['kreatif', 'mantab', 'mas']","['kreatif', 'mantab', 'mas']",kreatif mantab mas,4,positif,FALSE,positif
2026-04-04T08:07:56.000Z,"MANTAP KA TERUSKAN, BAGUS MENGURANGI SMAPH","MANTAP KA TERUSKAN, BAGUS MENGURANGI SMAPH",Indonesia,wastgood,mantap ka teruskan bagus mengurangi smaph,mantap kak teruskan bagus mengurangi smaph,"['mantap', 'kak', 'teruskan', 'bagus', 'mengurangi', 'smaph']","['mantap', 'kak', 'terus', 'bagus', 'kurang', 'smaph']",mantap kak terus bagus kurang smaph,4,positif,FALSE,positif
2026-04-04T09:10:14.000Z,wowww keren,wowww keren,Indonesia,wastgood,wowww keren,wow keren,"['wow', 'keren']","['wow', 'keren']",wow keren,0,netral,FALSE,netral
2026-04-04T08:56:15.000Z,bang rikues bikin stik biliar hehe,bang rikues bikin stik biliar hehe,Indonesia,wastgood,bang rikues bikin stik biliar hehe,bang rikues bikin stik biliar hehe,"['bang', 'rikues', 'bikin', 'stik', 'biliar', 'hehe']","['bang', 'rikues', 'bikin', 'stik', 'biliar', 'hehe']",bang rikues bikin stik biliar hehe,0,netral,FALSE,netral
2026-04-04T08:56:11.000Z,Pemerintah siap2 ya buat narik pajak 🤣🤣,Pemerintah siap2 ya buat narik pajak 🤣🤣,Indonesia,wastgood,pemerintah siap ya buat narik pajak,pemerintah siap ya buat menarik pajak,"['pemerintah', 'siap', 'buat', 'menarik', 'pajak']","['perintah', 'siap', 'buat', 'tarik', 'pajak']",perintah siap buat tarik pajak,1,positif,TRUE,positif
2026-04-04T08:48:54.000Z,"wah sip ini sih drpd yg dr kayu di padetin karena kena lembab aja udah cepet rusak, kalo plastik gini pasti awet","wah sip ini sih drpd yg dr kayu di padetin karena kena lembab aja udah cepet rusak, kalo plastik gini pasti awet",Indonesia,wastgood,wah sip ini sih drpd yg dr kayu di padetin karena kena lembab aja udah cepet rusak kalo plastik gini pasti awet,wah sip ini sih daripada yang dari kayu di padetin karena kena lembab saja sudah cepat rusak kalo plastik begini pasti awet,"['wah', 'sip', 'sih', 'kayu', 'padetin', 'kena', 'lembab', 'cepat', 'rusak', 'kalo', 'plastik', 'begini', 'awet']","['wah', 'sip', 'sih', 'kayu', 'padetin', 'kena', 'lembab', 'cepat', 'rusak', 'kalo', 'plastik', 'begini', 'awet']",wah sip sih kayu padetin kena lembab cepat rusak kalo plastik begini awet,9,positif,FALSE,positif
2026-04-04T08:46:10.000Z,kalo punya rumah sendiri aku pengen beli ini deh,kalo punya rumah sendiri aku pengen beli ini deh,Indonesia,wastgood,kalo punya rumah sendiri aku pengen beli ini deh,kalo punya rumah sendiri aku pengin beli ini deh,"['kalo', 'punya', 'rumah', 'sendiri', 'aku', 'pengin', 'beli', 'deh']","['kalo', 'punya', 'rumah', 'sendiri', 'aku', 'pengin', 'beli', 'deh']",kalo punya rumah sendiri aku pengin beli deh,7,positif,FALSE,positif
2026-04-04T08:35:17.000Z,kak kalau mau beli dimana ya?,kak kalau mau beli dimana ya?,Indonesia,wastgood,kak kalau mau beli dimana ya,kak kalau mau beli dimana ya,"['kak', 'kalau', 'mau', 'beli']","['kak', 'kalau', 'mau', 'beli']",kak kalau mau beli,6,positif,FALSE,positif
2026-04-04T08:31:23.000Z,"tuh kan, kenapa ga bikin program penyortiran sampah aja di setiap rumah. bikin hidup jd gampang tauuu","tuh kan, kenapa ga bikin program penyortiran sampah aja di setiap rumah. bikin hidup jd gampang tauuu",Indonesia,wastgood,tuh kan kenapa ga bikin program penyortiran sampah aja di setiap rumah bikin hidup jd gampang tauuu,tuh kan kenapa enggak bikin program penyortiran sampah saja di setiap rumah bikin hidup jadi gampang tau,"['tuh', 'kan', 'enggak', 'bikin', 'program', 'penyortiran', 'sampah', 'rumah', 'bikin', 'hidup', 'jadi', 'gampang', 'tau']","['tuh', 'kan', 'enggak', 'bikin', 'program', 'sortir', 'sampah', 'rumah', 'bikin', 'hidup', 'jadi', 'gampang', 'tau']",tuh kan enggak bikin program sortir sampah rumah bikin hidup jadi gampang tau,2,positif,FALSE,positif
2026-04-04T08:25:58.000Z,meja fore coffee terbuat dari ini 😁👍,meja fore coffee terbuat dari ini 😁👍,Indonesia,wastgood,meja fore coffee terbuat dari ini,meja fore coffee terbuat dari ini,"['meja', 'fore', 'coffee', 'terbuat']","['meja', 'fore', 'coffee', 'buat']",meja fore coffee buat,3,positif,TRUE,positif
2026-04-04T08:17:36.000Z,beli bahan permeter berapa ya,beli bahan permeter berapa ya,Indonesia,wastgood,beli bahan permeter berapa ya,beli bahan permeter berapa ya,"['beli', 'bahan', 'permeter', 'berapa']","['beli', 'bahan', 'meter', 'berapa']",beli bahan meter berapa,-1,negatif,FALSE,negatif
2026-04-04T09:11:31.000Z,apakah bahannya aman jika di eksport?,apakah bahannya aman jika di eksport?,Indonesia,wastgood,apakah bahannya aman jika di eksport,apakah bahannya aman jika di eksport,"['bahannya', 'aman', 'eksport']","['bahan', 'aman', 'eksport']",bahan aman eksport,-3,negatif,FALSE,negatif
2026-04-04T08:07:13.000Z,"bisa dicetak jadi dumbell gk sih itu, kalo bisa enak","bisa dicetak jadi dumbell gk sih itu, kalo bisa enak",Indonesia,wastgood,bisa dicetak jadi dumbell gk sih itu kalo bisa enak,bisa dicetak jadi dumbell enggak sih itu kalo bisa enak,"['dicetak', 'jadi', 'dumbell', 'enggak', 'sih', 'kalo', 'enak']","['cetak', 'jadi', 'dumbell', 'enggak', 'sih', 'kalo', 'enak']",cetak jadi dumbell enggak sih kalo enak,6,positif,FALSE,positif
2026-04-04T07:39:05.000Z,mekanik Indonesia 😅,mekanik Indonesia 😅,Indonesia,wastgood,mekanik indonesia,mekanik indonesia,"['mekanik', 'indonesia']","['mekanik', 'indonesia']",mekanik indonesia,0,netral,TRUE,netral
2026-04-04T07:30:36.000Z,belinya dmna?,belinya dmna?,Indonesia,wastgood,belinya dmna,belinya dimana,['belinya'],['beli'],beli,2,positif,FALSE,positif
2026-04-04T07:29:54.000Z,keren 🥰,keren 🥰,Indonesia,wastgood,keren,keren,['keren'],['keren'],keren,0,netral,TRUE,netral
2026-04-04T07:08:03.000Z,ada di jual perlembarannya tidak ya,ada di jual perlembarannya tidak ya,Indonesia,wastgood,ada di jual perlembarannya tidak ya,ada di jual perlembarannya tidak ya,"['jual', 'perlembarannya']","['jual', 'lembar']",jual lembar,1,positif,FALSE,positif
2026-04-04T06:58:42.000Z,"ayokk guys follow"" share"" juga👍🏻👍🏻","ayokk guys follow"" share"" juga👍🏻👍🏻",Indonesia,wastgood,ayokk guys follow share juga,ayokk guys follow share juga,"['ayokk', 'guys', 'follow', 'share']","['ayokk', 'guys', 'follow', 'share']",ayokk guys follow share,1,positif,TRUE,positif
2026-04-04T06:53:45.000Z,beginian bahaya buat pemerintah Konoha woi😅,beginian bahaya buat pemerintah Konoha woi😅,Indonesia,wastgood,beginian bahaya buat pemerintah konoha woi,beginian bahaya buat pemerintah konoha woi,"['beginian', 'bahaya', 'buat', 'pemerintah', 'konoha', 'woi']","['begini', 'bahaya', 'buat', 'perintah', 'konoha', 'woi']",begini bahaya buat perintah konoha woi,-5,negatif,TRUE,negatif
2026-04-04T06:50:21.000Z,hati hati yang kayak gini pemerintah gak suka pemerintah maunya rakyat melarat terus,hati hati yang kayak gini pemerintah gak suka pemerintah maunya rakyat melarat terus,Indonesia,wastgood,hati hati yang kayak gini pemerintah gak suka pemerintah maunya rakyat melarat terus,hati hati yang kayak begini pemerintah enggak suka pemerintah maunya rakyat melarat terus,"['hati', 'hati', 'kayak', 'begini', 'pemerintah', 'enggak', 'suka', 'pemerintah', 'maunya', 'rakyat', 'melarat', 'terus']","['hati', 'hati', 'kayak', 'begini', 'perintah', 'enggak', 'suka', 'perintah', 'mau', 'rakyat', 'melarat', 'terus']",hati hati kayak begini perintah enggak suka perintah mau rakyat melarat terus,4,positif,FALSE,positif
2026-04-04T10:33:08.000Z,gmn cara beli papannya kak?,gmn cara beli papannya kak?,Indonesia,wastgood,gmn cara beli papannya kak,bagaimana cara beli papannya kak,"['bagaimana', 'cara', 'beli', 'papannya', 'kak']","['bagaimana', 'cara', 'beli', 'papan', 'kak']",bagaimana cara beli papan kak,2,positif,FALSE,positif
2026-04-04T12:01:20.000Z,yg kyk gini justru hargany lbh mahal dr non daurulang 😭,yg kyk gini justru hargany lbh mahal dr non daurulang 😭,Indonesia,wastgood,yg kyk gini justru hargany lbh mahal dr non daurulang,yang kayak begini justru hargany lebih mahal dari non daurulang,"['kayak', 'begini', 'justru', 'hargany', 'lebih', 'mahal', 'non', 'daurulang']","['kayak', 'begini', 'justru', 'hargany', 'lebih', 'mahal', 'non', 'daurulang']",kayak begini justru hargany lebih mahal non daurulang,-2,negatif,TRUE,negatif
2026-04-04T11:55:27.000Z,KERENNNNN,KERENNNNN,Indonesia,wastgood,kerennnnn,keren,['keren'],['keren'],keren,0,netral,FALSE,netral
2026-04-04T11:46:10.000Z,bagus sumpah,bagus sumpah,Indonesia,wastgood,bagus sumpah,bagus sumpah,"['bagus', 'sumpah']","['bagus', 'sumpah']",bagus sumpah,5,positif,FALSE,positif
2026-04-04T11:40:46.000Z,bisa di jadiin dumble tu bang tinggal kasi rangka besi sesuai berat,bisa di jadiin dumble tu bang tinggal kasi rangka besi sesuai berat,Indonesia,wastgood,bisa di jadiin dumble tu bang tinggal kasi rangka besi sesuai berat,bisa di jadikan dumble tu bang tinggal kasih rangka besi sesuai berat,"['jadikan', 'dumble', 'tu', 'bang', 'tinggal', 'kasih', 'rangka', 'besi', 'sesuai', 'berat']","['jadi', 'dumble', 'tu', 'bang', 'tinggal', 'kasih', 'rangka', 'besi', 'sesuai', 'berat']",jadi dumble tu bang tinggal kasih rangka besi sesuai berat,7,positif,FALSE,positif
2026-04-03T12:16:20.000Z,bagus ini tahan rayap,bagus ini tahan rayap,Indonesia,wastgood,bagus ini tahan rayap,bagus ini tahan rayap,"['bagus', 'tahan', 'rayap']","['bagus', 'tahan', 'rayap']",bagus tahan rayap,3,positif,FALSE,positif
2026-04-04T02:29:26.000Z,mudah 2 dagangannya lancar sedoyo,mudah 2 dagangannya lancar sedoyo,Indonesia,wastgood,mudah dagangannya lancar sedoyo,mudah dagangannya lancar sedoyo,"['mudah', 'dagangannya', 'lancar', 'sedoyo']","['mudah', 'dagang', 'lancar', 'doyo']",mudah dagang lancar doyo,8,positif,FALSE,positif
2026-04-04T11:02:53.000Z,Bisa pesen dimana y,Bisa pesen dimana y,Indonesia,wastgood,bisa pesen dimana y,bisa pesan dimana ya,['pesan'],['pesan'],pesan,2,positif,FALSE,positif
2026-04-04T10:55:44.000Z,yuk pemerintah dukung...biar jadi salah satu solusi sampah,yuk pemerintah dukung...biar jadi salah satu solusi sampah,Indonesia,wastgood,yuk pemerintah dukung biar jadi salah satu solusi sampah,yuk pemerintah dukung biar jadi salah satu solusi sampah,"['yuk', 'pemerintah', 'dukung', 'biar', 'jadi', 'salah', 'satu', 'solusi', 'sampah']","['yuk', 'perintah', 'dukung', 'biar', 'jadi', 'salah', 'satu', 'solusi', 'sampah']",yuk perintah dukung biar jadi salah satu solusi sampah,8,positif,FALSE,positif
2026-04-04T10:51:22.000Z,I like it 👆👍👍,I like it 👆👍👍,Indonesia,wastgood,i like it,i like itu,"['i', 'like']","['i', 'like']",i like,0,netral,TRUE,netral
2026-04-04T10:40:07.000Z,BANGGA LIATNY ....👍,BANGGA LIATNY ....👍,Indonesia,wastgood,bangga liatny,bangga liatny,"['bangga', 'liatny']","['bangga', 'liatny']",bangga liatny,3,positif,TRUE,positif
2026-04-04T10:24:52.000Z,"lah ini ada punya lokal,knp hrs impor sih,makanya mahal ketika ada problematik global","lah ini ada punya lokal,knp hrs impor sih,makanya mahal ketika ada problematik global",Indonesia,wastgood,lah ini ada punya lokal knp hrs impor sih makanya mahal ketika ada problematik global,lah ini ada punya lokal kenapa harus impor sih makanya mahal ketika ada problematik global,"['lah', 'punya', 'lokal', 'impor', 'sih', 'makanya', 'mahal', 'problematik', 'global']","['lah', 'punya', 'lokal', 'impor', 'sih', 'makanya', 'mahal', 'problematik', 'global']",lah punya lokal impor sih makanya mahal problematik global,4,positif,FALSE,positif
2026-04-04T10:17:40.000Z,"nah , maksudku gini lho . tapi dimana ?","nah , maksudku gini lho . tapi dimana ?",Indonesia,wastgood,nah maksudku gini lho tapi dimana,nah maksudku begini lho tapi dimana,"['nah', 'maksudku', 'begini', 'lho']","['nah', 'maksud', 'begini', 'lho']",nah maksud begini lho,2,positif,FALSE,positif
2026-04-04T10:07:10.000Z,beli produk nya dmn?,beli produk nya dmn?,Indonesia,wastgood,beli produk nya dmn,beli produk nya dimana,"['beli', 'produk', 'nya']","['beli', 'produk', 'nya']",beli produk nya,5,positif,FALSE,positif
2026-04-04T09:37:19.000Z,"sebenarnya indo ggk kurang orang"" kreatif dalam mengolah sampah hanya saja pemerintah pura"" buta 🗿","sebenarnya indo ggk kurang orang"" kreatif dalam mengolah sampah hanya saja pemerintah pura"" buta 🗿",Indonesia,wastgood,sebenarnya indo ggk kurang orang kreatif dalam mengolah sampah hanya saja pemerintah pura buta,sebenarnya indonesia ggk kurang orang kreatif dalam mengolah sampah hanya saja pemerintah pura buta,"['sebenarnya', 'indonesia', 'ggk', 'kurang', 'orang', 'kreatif', 'mengolah', 'sampah', 'pemerintah', 'pura', 'buta']","['benar', 'indonesia', 'ggk', 'kurang', 'orang', 'kreatif', 'olah', 'sampah', 'perintah', 'pura', 'buta']",benar indonesia ggk kurang orang kreatif olah sampah perintah pura buta,-4,negatif,TRUE,negatif
2026-04-04T09:33:29.000Z,mau meja TK,mau meja TK,Indonesia,wastgood,mau meja tk,mau meja tak,"['mau', 'meja', 'tak']","['mau', 'meja', 'tak']",mau meja tak,5,positif,FALSE,positif
2026-04-04T09:29:02.000Z,untuk papan gtu harga brp ya? q mau,untuk papan gtu harga brp ya? q mau,Indonesia,wastgood,untuk papan gtu harga brp ya q mau,untuk papan begitu harga berapa ya ku mau,"['papan', 'harga', 'berapa', 'ku', 'mau']","['papan', 'harga', 'berapa', 'ku', 'mau']",papan harga berapa ku mau,8,positif,FALSE,positif
2026-04-04T09:28:44.000Z,@gerindra haloo,@gerindra haloo,Indonesia,wastgood,haloo,haloo,['haloo'],['haloo'],haloo,3,positif,FALSE,positif
2026-04-04T09:28:43.000Z,bagus bgt loh,bagus bgt loh,Indonesia,wastgood,bagus bgt loh,bagus banget loh,"['bagus', 'banget', 'loh']","['bagus', 'banget', 'loh']",bagus banget loh,3,positif,FALSE,positif
2026-04-04T03:51:41.000Z,gaada warna pink ya,gaada warna pink ya,Indonesia,wastgood,gaada warna pink ya,enggak ada warna pink ya,"['enggak', 'warna', 'pink']","['enggak', 'warna', 'pink']",enggak warna pink,0,netral,FALSE,netral
2026-04-04T04:37:45.000Z,kak bisa buat Knuckle?,kak bisa buat Knuckle?,Indonesia,wastgood,kak bisa buat knuckle,kak bisa buat knuckle,"['kak', 'buat', 'knuckle']","['kak', 'buat', 'knuckle']",kak buat knuckle,1,positif,FALSE,positif
2026-04-04T04:33:58.000Z,kerenn❤️,kerenn❤️,Indonesia,wastgood,kerenn,keren,['keren'],['keren'],keren,0,netral,TRUE,netral
2026-04-04T04:23:48.000Z,kalau wadah2 bekas skincare bisa nggk sih dijual disini😁(bertanya dg nada lembut),kalau wadah2 bekas skincare bisa nggk sih dijual disini😁(bertanya dg nada lembut),Indonesia,wastgood,kalau wadah bekas skincare bisa nggk sih dijual disini bertanya dg nada lembut,kalau wadah bekas skincare bisa enggak sih dijual disini bertanya dengan nada lembut,"['kalau', 'wadah', 'bekas', 'skincare', 'enggak', 'sih', 'dijual', 'disini', 'bertanya', 'nada', 'lembut']","['kalau', 'wadah', 'bekas', 'skincare', 'enggak', 'sih', 'jual', 'sini', 'tanya', 'nada', 'lembut']",kalau wadah bekas skincare enggak sih jual sini tanya nada lembut,8,positif,TRUE,positif
2026-04-04T04:22:01.000Z,Boleh postage ke malaysia?,Boleh postage ke malaysia?,Indonesia,wastgood,boleh postage ke malaysia,boleh postage ke malaysia,"['postage', 'malaysia']","['postage', 'malaysia']",postage malaysia,0,netral,FALSE,netral
2026-04-04T04:18:22.000Z,belinya dimanaaaa,belinya dimanaaaa,Indonesia,wastgood,belinya dimanaaaa,belinya dimanaaaa,"['belinya', 'dimanaaaa']","['beli', 'dimanaaaa']",beli dimanaaaa,2,positif,FALSE,positif
2026-04-04T04:16:52.000Z,daerah mna ini,daerah mna ini,Indonesia,wastgood,daerah mna ini,daerah mana ini,"['daerah', 'mana']","['daerah', 'mana']",daerah mana,0,netral,FALSE,netral
2026-04-04T04:02:48.000Z,Keren,Keren,Indonesia,wastgood,keren,keren,['keren'],['keren'],keren,0,netral,FALSE,netral
2026-04-04T03:54:21.000Z,"hati-hati, pemerintah ga suka yang kaya gini","hati-hati, pemerintah ga suka yang kaya gini",Indonesia,wastgood,hati hati pemerintah ga suka yang kaya gini,hati hati pemerintah enggak suka yang kaya begini,"['hati', 'hati', 'pemerintah', 'enggak', 'suka', 'kaya', 'begini']","['hati', 'hati', 'perintah', 'enggak', 'suka', 'kaya', 'begini']",hati hati perintah enggak suka kaya begini,8,positif,FALSE,positif
2026-04-04T04:42:37.000Z,buat gentengisasi mantap tuh,buat gentengisasi mantap tuh,Indonesia,wastgood,buat gentengisasi mantap tuh,buat gentengisasi mantap tuh,"['buat', 'gentengisasi', 'mantap', 'tuh']","['buat', 'genteng', 'mantap', 'tuh']",buat genteng mantap tuh,6,positif,FALSE,positif
2026-04-04T03:50:35.000Z,jk boleh tau lokasinya di mana ya,jk boleh tau lokasinya di mana ya,Indonesia,wastgood,jk boleh tau lokasinya di mana ya,jika boleh tau lokasinya di mana ya,"['tau', 'lokasinya', 'mana']","['tau', 'lokasi', 'mana']",tau lokasi mana,-4,negatif,FALSE,negatif
2026-04-04T03:47:13.000Z,petugas pajak...wah cuan ini,petugas pajak...wah cuan ini,Indonesia,wastgood,petugas pajak wah cuan ini,petugas pajak wah cuan ini,"['petugas', 'pajak', 'wah', 'cuan']","['tugas', 'pajak', 'wah', 'cuan']",tugas pajak wah cuan,-1,negatif,FALSE,negatif
2026-04-04T03:04:54.000Z,hasilnya bagus. knp pemerintah indonesia gk suka?,hasilnya bagus. knp pemerintah indonesia gk suka?,Indonesia,wastgood,hasilnya bagus knp pemerintah indonesia gk suka,hasilnya bagus kenapa pemerintah indonesia enggak suka,"['hasilnya', 'bagus', 'pemerintah', 'indonesia', 'enggak', 'suka']","['hasil', 'bagus', 'perintah', 'indonesia', 'enggak', 'suka']",hasil bagus perintah indonesia enggak suka,8,positif,FALSE,positif
2026-04-04T02:56:41.000Z,apakah ada baunya?,apakah ada baunya?,Indonesia,wastgood,apakah ada baunya,apakah ada baunya,['baunya'],['bau'],bau,-4,negatif,FALSE,negatif
2026-04-04T02:49:43.000Z,"nah ini Bru,sampah yg brmanfaat","nah ini Bru,sampah yg brmanfaat",Indonesia,wastgood,nah ini bru sampah yg brmanfaat,nah ini baru sampah yang brmanfaat,"['nah', 'baru', 'sampah', 'brmanfaat']","['nah', 'baru', 'sampah', 'brmanfaat']",nah baru sampah brmanfaat,-4,negatif,FALSE,negatif
2026-04-04T05:30:43.000Z,harganya belum bisa lebih turun?,harganya belum bisa lebih turun?,Indonesia,wastgood,harganya belum bisa lebih turun,harganya belum bisa lebih turun,"['harganya', 'lebih', 'turun']","['harga', 'lebih', 'turun']",harga lebih turun,5,positif,FALSE,positif
2026-04-04T06:45:18.000Z,keren 😍,keren 😍,Indonesia,wastgood,keren,keren,['keren'],['keren'],keren,0,netral,TRUE,netral
2026-04-04T06:45:12.000Z,Kalo dibuat interior bagus iniiiiiu,Kalo dibuat interior bagus iniiiiiu,Indonesia,wastgood,kalo dibuat interior bagus iniiiiiu,kalo dibuat interior bagus iniiiiiu,"['kalo', 'dibuat', 'interior', 'bagus', 'iniiiiiu']","['kalo', 'buat', 'interior', 'bagus', 'iniiiiiu']",kalo buat interior bagus iniiiiiu,3,positif,FALSE,positif
2026-04-04T06:41:07.000Z,keren👍👍,keren👍👍,Indonesia,wastgood,keren,keren,['keren'],['keren'],keren,0,netral,TRUE,netral
2026-04-04T06:17:56.000Z,bisa bikin meja tenis meja gk bg??,bisa bikin meja tenis meja gk bg??,Indonesia,wastgood,bisa bikin meja tenis meja gk bg,bisa bikin meja tenis meja enggak bang,"['bikin', 'meja', 'tenis', 'meja', 'enggak', 'bang']","['bikin', 'meja', 'tenis', 'meja', 'enggak', 'bang']",bikin meja tenis meja enggak bang,0,netral,FALSE,netral
2026-04-04T06:16:24.000Z,Harusnya tuh kek gini ga kek gono,Harusnya tuh kek gini ga kek gono,Indonesia,wastgood,harusnya tuh kek gini ga kek gono,harusnya tuh kayak begini enggak kayak gono,"['harusnya', 'tuh', 'kayak', 'begini', 'enggak', 'kayak', 'gono']","['harus', 'tuh', 'kayak', 'begini', 'enggak', 'kayak', 'gono']",harus tuh kayak begini enggak kayak gono,-12,negatif,FALSE,negatif
2026-04-04T06:10:43.000Z,Kasa mau order linknya ga bisa💔,Kasa mau order linknya ga bisa💔,Indonesia,wastgood,kasa mau order linknya ga bisa,kasa mau order linknya enggak bisa,"['kasa', 'mau', 'order', 'linknya', 'enggak']","['kasa', 'mau', 'order', 'linknya', 'enggak']",kasa mau order linknya enggak,5,positif,TRUE,positif
2026-04-04T06:01:42.000Z,"kalau kena air,mudah rosak ke?","kalau kena air,mudah rosak ke?",Indonesia,wastgood,kalau kena air mudah rosak ke,kalau kena air mudah rosak ke,"['kalau', 'kena', 'air', 'mudah', 'rosak']","['kalau', 'kena', 'air', 'mudah', 'rosak']",kalau kena air mudah rosak,-4,negatif,FALSE,negatif
2026-04-04T05:46:20.000Z,hrga berapa perlembar nya atau per 1 jadi meja,hrga berapa perlembar nya atau per 1 jadi meja,Indonesia,wastgood,hrga berapa perlembar nya atau per jadi meja,hrga berapa perlembar nya atau per jadi meja,"['hrga', 'berapa', 'perlembar', 'nya', 'per', 'jadi', 'meja']","['hrga', 'berapa', 'lembar', 'nya', 'per', 'jadi', 'meja']",hrga berapa lembar nya per jadi meja,1,positif,FALSE,positif
2026-04-04T05:20:44.000Z,Cara belinya gmn kk?,Cara belinya gmn kk?,Indonesia,wastgood,cara belinya gmn kk,cara belinya bagaimana kakak,"['cara', 'belinya', 'bagaimana', 'kakak']","['cara', 'beli', 'bagaimana', 'kakak']",cara beli bagaimana kakak,2,positif,FALSE,positif
2026-04-04T05:17:24.000Z,ih cakep aku mau kursinya cantik,ih cakep aku mau kursinya cantik,Indonesia,wastgood,ih cakep aku mau kursinya cantik,ih cakep aku mau kursinya cantik,"['ih', 'cakep', 'aku', 'mau', 'kursinya', 'cantik']","['ih', 'cakep', 'aku', 'mau', 'kursi', 'cantik']",ih cakep aku mau kursi cantik,14,positif,FALSE,positif
